,序号,ID,姓名,所属公司ID,所属公司,基金ID,现任基金,累计从业时间,现任基金资产总规模,现任基金最佳回报
1333,1334,30571846,缪佳,80000080,山西证券,"001175,001176,001177,003179,006626,006627,007212,007268,007269,009567,012423,014476,014477,015239,015240,015500","山证日日添利货币A,山证日日添利货币B,山证日日添利货币C,山西裕利定开债,山西证券超短债A,山西证券超短债C,山西证券裕泰3个月定开,山西证券裕睿6个月定开债A,山西证券裕睿6个月定开债C,山西证券裕丰一年定开债,山西证券超短债E,山西证券90天滚动持有短债A,山西证券90天滚动持有短债C,山西证券裕享增强债券发起式A,山西证券裕享增强债券发起式C,山西证券裕辰债券发起式",151,154.98,2.47
1334,1335,30591020,毛静平,80424273,泓德基金,"002184,002185,002736,002737,002738,002739,003997,003998,006606,006607,008724","泓德泓利货币A,泓德泓利货币B,泓德裕和纯债债券A,泓德裕和纯债债券C,泓德裕康债券A,泓德裕康债券C,泓德添利货币A,泓德添利货币B,泓德裕丰中短债债券A,泓德裕丰中短债债券C,泓德裕瑞三年定开债券",1336,63.73,31.27
1335,1336,30733013,毛可君,80048161,东吴基金,"002919,005209,005210,011948,013940,013941","东吴智慧医疗量化混合A,东吴双三角股票A,东吴双三角股票C,东吴智慧医疗量化混合C,东吴医疗服务股票A,东吴医疗服务股票C",302,8.72,-21.78
1336,1337,30283266,马龙,80036782,招商基金,"001868,003863,003864,006150,008383,010018,010019,010688,010689,011791,011792,011955,013703,015049,015211,015212,217011,217022","招商产业债券C,招商招祥纯债A,招商招祥纯债C,招商添利两年债券,招商安心收益债券A,招商瑞泽一年持有期混合A,招商瑞泽一年持有期混合C,招商瑞德一年持有期混合A,招商瑞德一年持有期混合C,招商瑞盈9个月持有期混合A,招商瑞盈9个月持有期混合C,招商招祥纯债D,招商添福1年定开债,招商添安1年定开债,招商安鼎平衡1年持有期混合A,招商安鼎平衡1年持有期混合C,招商安心收益债券C,招商产业债券A",2966,641.14,74.62
1337,1338,30612124,米良,80000251,景顺长城基金,"000380,000381,000701,000707,007603,007604,008333,008495,008822,008823,013492,013493,260102,260202","景顺长城景益货币A,景顺长城景益货币B,景顺长城景丰货币A,景顺长城景丰货币B,景顺长城中短债A,景顺长城中短债C,景顺长城弘利39个月定开债,景顺长城景泰添利一年定开债,景顺长城中债1-3年国开行债券指数A,景顺长城中债1-3年国开行债券指数C,景顺长城30天滚动持有短债A,景顺长城30天滚动持有短债C,景顺货币A,景顺货币B",1284,1915.12,8.86
1338,1339,30685892,孟禄程,80455765,中科沃土基金,"004763,004764,005281","中科沃土沃嘉混合A,中科沃土沃嘉混合C,中科沃土转型升级混合",914,10.03,35.56
1339,1340,30745822,闵良超,80067635,汇丰晋信基金,"000965,540004","汇丰晋信新动力混合,汇丰晋信2026周期混合",222,2.13,-3.67
1340,1341,30759605,马丽娜,80064225,工银瑞信基金,"006615,006616,009867,009868","工银战略新兴产业混合A,工银战略新兴产业混合C,工银创新精选一年定开混合A,工银创新精选一年定开混合C",67,10.04,-11.58
1341,1342,30041150,梅律吾,80049689,诺安基金,"001351,010351,010352,010355,010356,163209,320010,320014","诺安中证500指数增强A,诺安中证100指数C,诺安沪深300指数增强C,诺安中证500指数增强C,诺安创业板指数增强(LOF)C,诺安创业板指数增强(LOF)A,诺安中证100指数A,诺安沪深300指数增强A",5203,7.21,169.42
1342,1343,30751365,马牧青,80065990,建信基金,"008923,008924","建信医疗健康行业股票A,建信医疗健康行业股票C",133,1.88,-10.33
1343,1344,30745571,苗梦羽,80000224,国泰基金,"012636,012637,159619,515230","国泰中证全指软件ETF联接A,国泰中证全指软件ETF联接C,国泰中证基建ETF,国泰中证全指软件ETF",224,6.71,-13.32
1344,1345,30675243,孟楠,80139382,长安基金,"004897,004898,004907,004908,005345,005346,012618,740601,740602","长安泓源纯债债券A,长安泓源纯债债券C,长安泓沣中短债债券A,长安泓沣中短债债券C,长安泓润纯债债券A,长安泓润纯债债券C,长安泓沣中短债债券E,长安货币A,长安货币B",1037,59.14,16.42
1345,1346,30697049,马鹏飞,80048088,光大保德信基金管理,008234,光大消费主题股票,746,2.26,27.6
1346,1347,30355451,马强,80000239,长城基金,"002227,002228,002543,002544,009829,009830,010797,010798,010799,010800,011359,011360,011538,011539,012685,012686","长城新优选混合A,长城新优选混合C,长城久益混合A,长城久益混合C,长城优选增强六个月持有混合A,长城优选增强六个月持有混合C,长城优选回报六个月持有混合A,长城优选回报六个月持有混合C,长城优选稳进六个月持有混合A,长城优选稳进六个月持有混合C,长城优选添利一年混合A,长城优选添利一年混合C,长城优选添瑞六个月持有混合A,长城优选添瑞六个月持有混合C,长城优选招益一年持有混合A,长城优选招益一年持有混合C",2512,38.98,38.27
1347,1348,30672363,孟棋,80000227,长盛基金,"004745,012556,014695,014696,160805","长盛创新驱动灵活配置混合,长盛景气优选混合,长盛先进制造六个月持有混合A,长盛先进制造六个月持有混合C,长盛同智优势混合(LOF)",1076,25.2,136.25
1348,1349,30751628,马秋思,80044515,国海富兰克林基金,"003972,003973","国富美元债定开债人民币,国富美元债定开债美元现汇",164,2.81,-3.2
1349,1350,30572543,牟琼屿,80356155,永赢基金,"006505,006506,006558,006559,006576,006577,006836,006944,007323,007351,007352,007719,007720","永赢祥益债券A,永赢祥益债券C,永赢通益债券A,永赢通益债券C,永赢诚益债券A,永赢诚益债券C,永赢惠泽一年,永赢悦利债券,永赢久利债券,永赢同利债券A,永赢同利债券C,永赢元利债券A,永赢元利债券C",1510,245.11,30.68
1350,1351,30761869,蒙麒羽,80365985,北信瑞丰,"000871,000872,000981,000982","北信瑞丰宜投宝A,北信瑞丰宜投宝B,北信瑞丰现金添利A,北信瑞丰现金添利B",39,31.71,0.22
1351,1352,30759808,闵锐,80000223,嘉实基金,"003056,007986","嘉实稳泽纯债债券,嘉实致禄3个月定期纯债债券",62,10.17,0.34
1352,1353,30721023,马生华,80000222,华夏基金,160311,华夏蓝筹混合(LOF),503,30.12,-19.33
1353,1354,30063188,毛深静,80000248,广发基金,"006140,006141","广发集嘉债券A,广发集嘉债券C",1358,1.94,1.04
1354,1355,30131280,毛甜,80391977,华泰证券(上海)资产管理,"005502,012763,012764,014629,015328,015329,015497,015498","华泰紫金智能量化股票发起A,华泰紫金中证细分食品饮料发起A,华泰紫金中证细分食品饮料发起C,华泰紫金智能量化股票发起C,华泰紫金中证细分化工指数发起A,华泰紫金中证细分化工指数发起C,华泰紫金中证医药50指数发起A,华泰紫金中证医药50指数发起C",1610,0.91,13.74
1355,1356,30484800,苗婷,80048752,中银基金,"002054,002056,002057,002058,002413,002414,002461,002462,002502,002503,002618,002619,003848,003849","中银新财富混合A,中银新财富混合C,中银新机遇混合A,中银新机遇混合C,中银瑞利混合A,中银瑞利混合C,中银珍利混合A,中银珍利混合C,中银腾利混合A,中银腾利混合C,中银裕利混合A,中银裕利混合C,中银广利灵活配置混合A,中银广利灵活配置混合C",2093,53.74,54.9
1356,1357,30567419,马韬,80000228,华安基金,"003803,003804,014587,014588,040002","华安新丰利灵活配置混合A,华安新丰利灵活配置混合C,华安中证500指数增强A,华安中证500指数增强C,华安中国A股增强指数",1576,14.65,4.77
1357,1358,30418539,茅炜,80000220,南方基金,"005741,007490,007491,009318,009319,009704,009705,010150,013200,013201,160142","南方君信混合A,南方信息创新混合A,南方信息创新混合C,南方成长先锋混合A,南方成长先锋混合C,南方景气驱动混合A,南方景气驱动混合C,南方君信混合C,南方均衡优选一年持有期混合A,南方均衡优选一年持有期混合C,南方优势产业(LOF)",2288,160.96,89.22
1358,1359,30552820,孟巍,80192219,上海光大证券资产管理,"860001,860016,860036,860037,860052,860053","光大阳光混合A,光大阳光启明星创新驱动主题混合A,光大阳光混合B,光大阳光混合C,光大阳光启明星创新驱动主题混合B,光大阳光启明星创新驱动主题混合C",686,13.26,-0.93
1359,1360,30138293,缪玮彬,80086876,金元顺安基金,004685,金元顺安元启灵活配置混合,1971,7.73,168.4
1360,1361,30338359,毛文博,80000250,华宝基金,"015573,240008","华宝收益增长混合C,华宝收益增长混合A",2588,9.38,41.25
1361,1362,30435856,马翔,80053708,汇添富基金,"007355,007356,009683,009684,009715,011401,011402,014279,014280,470009,506006","汇添富科技创新混合A,汇添富科技创新混合C,汇添富创新增长一年定开混合A,汇添富创新增长一年定开混合C,汇添富策略增长两年封闭混合,汇添富成长精选混合A,汇添富成长精选混合C,汇添富北交所创新精选两年定开混合A,汇添富北交所创新精选两年定开混合C,汇添富民营活力混合A,汇添富科创板2年定开混合",2251,144.56,61.58
1362,1363,30707948,孟夏,80000223,嘉实基金,003292,嘉实优势成长混合,657,1.04,1.69
1363,1364,30672979,牟星海,80000226,博时基金,"000927,001824,011162,011163,011647,011648,050015","博时大中华亚太精选美元现汇,博时沪港深成长企业,博时港股通领先趋势混合A,博时港股通领先趋势混合C,博时港股通红利精选混合A,博时港股通红利精选混合C,博时大中华亚太精选",1065,24.16,-1.89
1364,1365,30563212,缪夏美,80091787,浦银安盛基金,"012167,014582,014583","浦银安盛颐享稳健养老目标一年持有混合(FOF),浦银安盛兴荣稳健一年持有混合(FOF)A,浦银安盛兴荣稳健一年持有混合(FOF)C",827,26.27,0.4
1365,1366,30590280,马晓璇,80000228,华安基金,"001282,001800,007020,007228,007229,008426,008427,008904,012229,012230,012242,012660,013577,013578,040045","华安新机遇灵活配置,华安新乐享灵活配置混合A,华安添鑫中短债C,华安中债7-10年国开债A,华安中债7-10年国开债C,华安安敦债券A,华安安敦债券C,华安安腾一年定开债,华安众鑫90天滚动短债A,华安众鑫90天滚动短债C,华安添荣中短债,华安新乐享灵活配置混合C,华安众悦60天滚动持有短债A,华安众悦60天滚动持有短债C,华安添鑫中短债A",1345,128.21,88.55
1366,1367,30199875,毛颖,80000222,华夏基金,"003697,013360,160323","华夏睿磐泰盛混合,华夏磐泰混合(LOF)C,华夏磐泰混合(LOF)A",3284,13.81,-2.84
1367,1368,30331916,苗宇,80000248,广发基金,"000529,008273,010594,010628,011755,012033,012034,012690,012691,270007","广发竞争优势混合A,广发优质生活混合,广发睿选三年持有期混合,广发瑞轩三个月定开混合,广发竞争优势混合C,广发睿盛混合A,广发睿盛混合C,广发消费领先混合A,广发消费领先混合C,广发大盘成长混合",2644,85.81,167.98
1368,1369,30358534,马英,80000249,新华基金,"003221,003222,009979,009980,011038,011039,519160,519161","新华丰利债券A,新华丰利债券C,新华安享惠融88个月定开债A,新华安享惠融88个月定开债C,新华利率债债券A,新华利率债债券C,新华安享惠金定期债券A,新华安享惠金定期债券C",2496,93.97,20.89
1369,1370,30725628,梦圆,80092233,农银汇理基金,"000913,008293","农银医疗保健股票,农银汇理创新医疗混合",440,32.59,-39.82
1370,1371,30761907,孟阳,80041198,天弘基金,"002388,005997,011408,011409","天弘裕利灵活配置混合A,天弘裕利灵活配置混合C,天弘益新混合A,天弘益新混合C",33,6.08,-0.43
1371,1372,30579920,茅勇峰,80508391,中航基金,"004133,006053,006054,007555,007556,010485,010486,014428,014435,014436,014552,014553","中航航行宝货币,中航瑞景3个月定开A,中航瑞景3个月定开C,中航瑞明纯债A,中航瑞明纯债C,中航瑞晨87个月定开债A,中航瑞晨87个月定开债C,中航中证同业存单AAA指数7天持有,中航瑞夏一年定开债发起A,中航瑞夏一年定开债发起C,中航瑞华ESG一年定开债发起A,中航瑞华ESG一年定开债发起C",1425,229.73,65.19
1372,1373,30750673,莫一帆,80000222,华夏基金,508018,华夏中国交建REIT,27,,
1373,1374,30743443,梅寓寒,80046614,中海基金,"393001,398041,399001","中海优势精选灵活配置混合,中海量化策略混合,中海上证50指数增强",248,6.89,-1.61
1374,1375,30563242,马逸钧,80092233,农银汇理基金,"000322,010233,010256,014240,014281","农银汇理金汇债券A,农银金润一年定开债,农银汇理金汇债券C,农银金鸿短债债券A,农银金鸿短债债券C",922,26.24,5.56
1375,1376,30080491,孟亚强,80384640,九泰基金,"001897,004510,009043,009874,010120,010121,010764","九泰久盛量化先锋混合A,九泰久盛量化先锋混合C,九泰久信量化股票,九泰久睿量化股票,九泰久福量化股票A,九泰久福量化股票C,九泰锐升18个月封闭混合",2163,9.99,62.91
1376,1377,30747739,马兆良,80000222,华夏基金,180202,华夏越秀高速REIT,158,,
1377,1378,30716283,万志文,80000226,博时基金,"006633,006634,006727,006728,006848,006849,007147,007148,007485,007486,007962,007963,012692,012693","博时中债1-3政金债指数A,博时中债1-3政金债指数C,博时中债3-5进出口行A,博时中债3-5进出口行C,博时中债5-10农发行A,博时中债5-10农发行C,博时中债1-3年国开行A,博时中债1-3年国开行C,博时中债3-5年国开行A,博时中债3-5年国开行C,博时中债3-5政金融债指数A,博时中债3-5政金融债指数C,博时中债0-3年国开行A,博时中债0-3年国开行C",561,183.62,7.46
1378,1379,30744336,马泽宇,80041198,天弘基金,"000306,007220,008738,008762,010634,010635,011655,014451","天弘弘利债券,天弘华享三个月定开债,天弘兴享一年定开,天弘恒享一年定开,天弘合益债券A,天弘合益债券C,天弘兴益一年定开,天弘新享一年定开债券发起",235,155.99,3.31
1379,1380,30590726,倪斌,80000228,华安基金,"000614,005813,005814,013319,013320,014978,014982,014984,015016,015282,015283,040046,040047,040048,160416,160419,513030,513080,513580,513880,513900,516200,516660,516900,517360","华安德国(DAX)联接(QDII)A,华安CES港股通ETF联接A,华安CES港股通ETF联接C,华安中证新能源汽车ETF发起式联接A,华安中证新能源汽车ETF发起式联接C,华安纳斯达克100指数(QDII)C,华安标普全球石油指数(LOF)C,华安中证全指证券公司指数C,华安德国(DAX)联接(QDII)C,华安恒生科技ETF发起式联接(QDII)A,华安恒生科技ETF发起式联接(QDII)C,华安纳斯达克100指数(QDII)A,华安纳斯达克100指数现钞,华安纳斯达克100指数现汇,华安标普全球石油指数(LOF)A,华安中证全指证券公司指数A,华安德国(DAX)ETF(QDII),华安法国CAC40ETF(QDII),华安恒生科技(QDII-ETF),华安日经225ETF,华安CES港股通ETF,华安中证全指证券公司ETF,华安中证新能源汽车ETF,华安中证申万食品饮料ETF,华安中证沪港深科技100ETF",1338,58.23,71.45
